r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
dart | heart, And drops his feeble dart:,o4984-l33390," Pervades the feeling heart,",o4984-l33380,/ɑːt/ | /ɑːt/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
grow | brow," The flowers, that in the Paphian garden grow,",o4984-l33395, Fade in the wreath that rounds the hero's brow. ,o4984-l33400,/əʊ/ | /aʊ/,half-pararhyme,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
brow | grow, Fade in the wreath that rounds the hero's brow. ,o4984-l33400," The flowers, that in the Paphian garden grow,",o4984-l33395,/aʊ/ | /əʊ/,half-pararhyme,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
smiles | wiles,"Pleasure retreats with wanton smiles,",o4984-l33405, Hoping in vain by Parthian wiles,o4984-l33415,/aɪlz/ | /aɪlz/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
eyes | flies, And Strength-unnerving eyes;,o4984-l33410, To conquer as she flies:,o4984-l33420,/aɪz/ | /aɪz/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
wiles | smiles, Hoping in vain by Parthian wiles,o4984-l33415,"Pleasure retreats with wanton smiles,",o4984-l33405,/aɪlz/ | /aɪlz/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
flies | eyes, To conquer as she flies:,o4984-l33420, And Strength-unnerving eyes;,o4984-l33410,/aɪz/ | /aɪz/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
embrace | place," Sloth with reluctance quits her foul embrace,",o4984-l33425, Rough Care and manly Toil assume her place. ,o4984-l33430,/eɪs/ | /eɪs/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
place | embrace, Rough Care and manly Toil assume her place. ,o4984-l33430," Sloth with reluctance quits her foul embrace,",o4984-l33425,/eɪs/ | /eɪs/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
band | hand,Virtue with firm quaternion band,o4984-l33435," A flambleau grasping in her hand,",o4984-l33445,/ænd/ | /ænd/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
precedes | deeds, His eager steps precedes;,o4984-l33440, To light to glorious deeds:,o4984-l33450,/iːdz/ | /iːdz/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
hand | band," A flambleau grasping in her hand,",o4984-l33445,Virtue with firm quaternion band,o4984-l33435,/ænd/ | /ænd/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
deeds | precedes, To light to glorious deeds:,o4984-l33450, His eager steps precedes;,o4984-l33440,/iːdz/ | /iːdz/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
crown | renown," The sister-train his toils with glory crown,",o4984-l33455, And point the arduous paths to fair renown. ,o4984-l33460,/aʊn/ | /aʊn/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
renown | crown, And point the arduous paths to fair renown. ,o4984-l33460," The sister-train his toils with glory crown,",o4984-l33455,/aʊn/ | /aʊn/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
trod | god,By these inspir'd young Scipio trod,o4984-l33465," ""By Love, he cry'd, let Paphos' god",o4984-l33475,/ɒd/ | /ɒd/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
way | betray, To Fame th' adventurous way;,o4984-l33470, The softer soul betray;,o4984-l33480,/eɪ/ | /eɪ/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
god | trod," ""By Love, he cry'd, let Paphos' god",o4984-l33475,By these inspir'd young Scipio trod,o4984-l33465,/ɒd/ | /ɒd/,full,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
betray | way, The softer soul betray;,o4984-l33480, To Fame th' adventurous way;,o4984-l33470,/eɪ/ | /eɪ/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
eye | fly," A nobler quarry lures the hero's eye:""",o4984-l33485," He spoke, and bade th' unconquer'd eagle fly. ",o4984-l33490,/aɪ/ | /aɪ/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
fly | eye," He spoke, and bade th' unconquer'd eagle fly. ",o4984-l33490," A nobler quarry lures the hero's eye:""",o4984-l33485,/aɪ/ | /aɪ/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
delights | invites,"Hence then, ye Slaves, whom Ease delights,",o4984-l33495, Where monkish apathy invites,o4984-l33505,/aɪts/ | /ɪnvaɪts/,half-vowelrhyme,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
stray | away," To yon lone cloyster stray,",o4984-l33500, To dose tame life away:,o4984-l33510,/eɪ/ | /eɪ/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
invites | delights, Where monkish apathy invites,o4984-l33505,"Hence then, ye Slaves, whom Ease delights,",o4984-l33495,/ɪnvaɪts/ | /aɪts/,half-vowelrhyme,<b>a</b>b<b>a</b>bcc,pers00252,o4984-w0590
away | stray, To dose tame life away:,o4984-l33510," To yon lone cloyster stray,",o4984-l33500,/eɪ/ | /eɪ/,full,a<b>b</b>a<b>b</b>cc,pers00252,o4984-w0590
cell | dwell," True Worth, that spurns the hermit's sluggard cell,",o4984-l33515, In Glory's active courts delights to dwell. ,o4984-l33520,/el/ | /el/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
dwell | cell, In Glory's active courts delights to dwell. ,o4984-l33520," True Worth, that spurns the hermit's sluggard cell,",o4984-l33515,/el/ | /el/,full,abab<b>c</b><b>c</b>,pers00252,o4984-w0590
